_id,School_Number,School_Name,Street,Suburb,Post_Code,Type_of_Schooling,Year_Levels,Sector,Latitude,Longitude
460,252,Meadows Primary School,Mawson Road,Meadows,5201,Primary Education,Reception to Year 7,Private,-35.180498,138.761924
461,6534,Melaleuca Park Kindergarten,Boandik Terrace,Mount Gambier,5290,Preschools,,Private,-37.83974,140.79438
462,1020,Melaleuca Park Primary School,Boandik Terrace,Mount Gambier,5290,Primary Education,Reception to Year 7,Private,-37.83974,140.79438
463,253,Melrose Primary School,29 Stuart Street,Melrose,5483,Primary Education,Reception to Year 7,Public,-32.823816,138.187871
464,479,Memorial Oval Primary School,Bradford Street,Whyalla,5600,Primary Education,Reception to Year 7,Public,-33.033445,137.568711
465,750,Meningie Area School,1 North Terrace,Meningie,5264,Primary/Secondary Combined,Reception to Year 12,Private,-35.682635,139.342158
466,6553,Meningie Preschool,29 Edward Street,Meningie,5264,Preschools,,Private,-35.688929,139.34151
467,6526,Michelle DeGaris Memorial Kgtn,10 Price Ave,Naracoorte,5271,Preschools,,Private,-36.96109,140.74956
468,214,Mid North Education Centre,David Street,Port Pirie,5540,Special Education,Reception to Year 12,Public,-33.17503,138.005415
469,265,Mil Lel Primary School,627 Kennedy Avenue,Mil-Lel,5291,Primary Education,Reception to Year 7,Private,-37.781125,140.825631
470,780,Millicent High School,Mount Burr Road,Millicent,5280,Secondary Education,Years 8-12,Private,-37.590971,140.358711
471,6528,Millicent North Kindergarten,18 Ridge Terrace,Millicent,5280,Preschools,,Public,-37.59322,140.34803
472,605,Millicent North Primary School,Second Street,Millicent,5280,Primary Education,Reception to Year 7,Public,-37.592968,140.343376
473,1121,Miltaburra Area School,3493 Miltaburra Road,Wirrulla,5661,Primary/Secondary Combined,Reception to Year 12,Private,-32.375617,134.33113
474,6678,Miltaburra Children's Centre,3493 Miltaburra Road,Wirrulla,5661,Preschools,,Public,-32.375617,134.33113
475,1527,Mimili Anangu School,NULL,Mimili,872,Aboriginal/Anangu Schools,Reception to Year 12,Public,-27.006196,132.70862
476,1856,Mimili Child Parent Centre,NULL,Mimili,872,Preschools,,Public,-27.006196,132.70862
477,2686,Minlaton District Early Learning Ctr,1 West Terrace,Minlaton,5575,Preschools,,Public,-34.7706,137.59206
478,781,Minlaton District School,2 North Terrace,Minlaton,5575,Primary/Secondary Combined,Reception to Year 12,Public,-34.765873,137.593581
479,903,Mitcham Girls High School,Kyre Avenue,Kingswood,5062,Secondary Education,Years 7-12,Private,-34.969865,138.610036
480,4682,Mitcham Preschool Centre,150 Belair Road,Hawthorn,5062,Preschools,,Private,-34.97254,138.60791
481,270,Mitcham Primary School,Hillview Road,Kingswood,5062,Primary Education,Reception to Year 7,Public,-34.972708,138.616124
482,4683,Mitcham Village Kindergarten,35 Albert Street,Mitcham,5062,Preschools,,Public,-34.978921,138.623066
483,3654,Mitchell Park Kindergarten,Lanark Avenue,Mitchell Park,5043,Preschools,,Public,-35.01215,138.564923
484,3690,Moana Kindergarten,Schooner Road,Seaford,5169,Preschools,,Private,-35.191836,138.474624
485,1071,Moana Primary School,Schooner Road,Seaford,5169,Primary Education,Reception to Year 7,Private,-35.191836,138.474624
486,1598,Modbury Child Parent Centre,2-18 Golden Grove Road,Modbury North,5092,Preschools,,Private,-34.825869,138.69228
487,964,Modbury High School,62 Pompoota Road,Modbury,5092,Secondary Education,Years 8-12,Public,-34.836789,138.697008
488,4634,Modbury Kindergarten,32 Jaycee Street,Modbury North,5092,Preschools,,Private,-34.820872,138.683618
489,4635,Modbury North Kindergarten,12 Burragah Court,Modbury North,5092,Preschools,,Private,-34.824731,138.673403
490,272,Modbury School Preschool to Year 7,2-18 Golden Grove Road,Modbury North,5092,Primary Education,Reception to Year 7,Public,-34.825869,138.69228
491,1599,Modbury South Preschool,Dampier Avenue,Hope Valley,5090,Preschools,,Public,-34.840321,138.697193
492,1047,Modbury South Primary School,Dampier Avenue,Hope Valley,5090,Primary Education,Reception to Year 7,Public,-34.840321,138.697193
493,1405,Modbury Special School,Dampier Avenue,Hope Valley,5090,Special Education,Reception to Year 12,Private,-34.840321,138.697193
494,1210,Modbury West School,450-474 Wright Road,Modbury,5092,Primary Education,Reception to Year 7,Private,-34.833194,138.676764
495,6523,Monash Preschool,Jackson Street,Monash,5342,Preschools,,Public,-34.236418,140.559311
496,274,Monash Primary and Preschool,22 Jackson Street,Monash,5342,Primary Education,Reception to Year 7,Private,-34.236306,140.559419
497,1488,Moonta Area School,Blanche Terrace,Moonta,5558,Primary/Secondary Combined,Reception to Year 12,Private,-34.070885,137.59135
498,6625,Moonta Kindergarten,Blanche Terrace,Moonta,5558,Preschools,,Public,-34.070885,137.59135
499,1601,Moorak Child Parent Centre,171 Yells Road,Moorak,5291,Preschools,,Public,-37.864704,140.73694
500,279,Moorak Primary School,171 Yells Road,Moorak,5291,Primary Education,Reception to Year 7,Private,-37.864704,140.73694
501,280,Moorook Primary School,Wachtel Rd,Moorook,5332,Primary Education,Reception to Year 7,Private,-34.276231,140.351142
502,6558,Morgan Kindergarten,Fourth Street,Morgan,5320,Preschools,,Public,-34.030239,139.670103
503,282,Morgan Primary School,Fourth Street,Morgan,5320,Primary Education,Reception to Year 7,Private,-34.030239,139.670103
504,3605,Morphett Vale East Kindergarten,1 Archer Court,Morphett Vale,5162,Preschools,,Private,-35.120468,138.531839
505,1188,Morphett Vale East School R-7,Monarch Street,Morphett Vale,5162,Primary Education,Reception to Year 7,Private,-35.121601,138.530921
506,1906,Morphett Vale Primary School,Lawrence Street,Morphett Vale,5162,Primary Education,Reception to Year 7,Private,-35.107523,138.514358
507,3687,Morphett Vale Primary Sch-Preschool,Lawrence Street,Morphett Vale,5162,Preschools,,Public,-35.107523,138.514358
508,783,Mount Barker High School,2 Wellington Road,Mount Barker,5251,Secondary Education,Years 8-12,Public,-35.074991,138.85705
509,4637,Mount Barker Kindergarten Inc,2B Dumas Street,Mount Barker,5251,Preschools,,Public,-35.06784,138.85488
510,285,Mount Barker Primary School,2A Dumas Street,Mount Barker,5251,Primary Education,Reception to Year 7,Public,-35.067641,138.853522
511,1539,Mount Barker South Primary School,33-45 Princes Road,Mount Barker,5251,Primary Education,Reception to Year 7,Private,-35.080093,138.859874
512,1602,Mount Burr Child Parent Centre,Thomas Drive,Mount Burr,5279,Preschools,,Public,-37.541193,140.4591
513,288,Mount Burr Primary School,Thomas Drive,Mount Burr,5279,Primary Education,Reception to Year 7,Public,-37.541193,140.4591
514,289,Mount Compass Area School,School Road,Mount Compass,5210,Primary/Secondary Combined,Reception to Year 12,Public,-35.350245,138.619809
515,3661,Mount Compass Preschool Centre,Oval Road,Mount Compass,5210,Preschools,,Private,-35.349594,138.618858
516,1698,Mount Gambier Children's Centre,Mulga Street,Mount Gambier,5290,Integrated Centres,,Private,-37.811663,140.759988
517,784,Mount Gambier High School,Brownes Road,Mount Gambier,5290,Secondary Education,Years 8-12,Public,-37.826147,140.765689
518,953,Mount Gambier North Primary School,Heath Street,Mount Gambier,5290,Primary Education,Reception to Year 7,Public,-37.81683,140.775534
519,4638,Mount Pleasant & District Kgtn,11 Saleyard Road,Mount Pleasant,5235,Preschools,,Public,-34.775792,139.050687
520,293,Mount Pleasant Primary School,22 Hospital Road,Mount Pleasant,5235,Primary Education,Reception to Year 7,Private,-34.774374,139.053842
521,1650,Mulga Street Primary School,Mulga Street,Mount Gambier,5290,Primary Education,Reception to Year 7,Private,-37.811663,140.759988
522,297,Mundulla Primary School,Kennedy Street,Mundulla,5270,Primary Education,Reception to Year 7,Public,-36.357628,140.693069
523,2645,Munno Para Kindergarten,14 Karinga Crescent,Munno Para,5115,Preschools,,Public,-34.671817,138.6971
524,1482,Munno Para Primary School,Maltarra Road,Munno Para,5115,Primary Education,Reception to Year 7,Public,-34.669727,138.699713
525,1859,Murputja Anangu School,NULL,Murputja Homelands,872,Aboriginal/Anangu Schools,Reception to Year 12,Private,-26.159352,130.183455
526,1878,Murputja Child Parent Centre,NULL,Murputja Homelands,872,Preschools,,Private,-26.159352,130.183455
527,785,Murray Bridge High School,Lohmann Street,Murray Bridge,5253,Secondary Education,Years 8-12,Public,-35.135051,139.285294
528,299,Murray Bridge North School,1 North Terrace,Murray Bridge,5253,Primary Education,Reception to Year 7,Private,-35.115818,139.26955
529,6549,Murray Bridge Preschool Kindergarten,Mannum Road,Murray Bridge,5253,Preschools,,Private,-35.118585,139.272547
530,950,Murray Bridge South Primary School,54 Joyce Street,Murray Bridge,5253,Primary Education,Reception to Year 7,Public,-35.132254,139.282374
531,116,Murray Bridge Special School,1 North Terrace,Murray Bridge,5253,Special Education,Reception to Year 7,Private,-35.115818,139.26955
532,301,Mylor Primary School,220 Strathalbyn Road,Mylor,5153,Primary Education,Reception to Year 7,Private,-35.040998,138.760099
533,302,Mypolonga Primary School,Williams Street,Mypolonga,5254,Primary Education,Reception to Year 7,Private,-35.040591,139.357523
534,303,Myponga Primary School,Hutchinson Street,Myponga,5202,Primary Education,Reception to Year 7,Public,-35.392678,138.464453
535,305,Nailsworth Primary School,2 Balfour Street,Nailsworth,5083,Primary Education,Reception to Year 7,Private,-34.88242,138.603752
536,1604,Nairne Child Parent Centre,5 Saleyard Road,Nairne,5252,Preschools,,Public,-35.038365,138.903587
537,306,Nairne Primary School,5 Saleyard Road,Nairne,5252,Primary Education,Reception to Year 7,Public,-35.038365,138.903587
538,1605,Nangwarry Child Parent Centre,Whitford Crescent,Nangwarry,5277,Preschools,,Public,-37.541501,140.818328
539,592,Nangwarry Primary School,Whitford Crescent,Nangwarry,5277,Primary Education,Reception to Year 7,Private,-37.541501,140.818328
540,1561,Napperby Preschool,Oaks Road,Napperby,5540,Preschools,,Private,-33.153613,138.113718
541,308,Napperby Primary School,Oaks Road,Napperby,5540,Primary Education,Reception to Year 7,Public,-33.153613,138.113718
542,786,Naracoorte High School,Stewart Terrace,Naracoorte,5271,Secondary Education,Years 8-12,Public,-36.948548,140.726873
543,6537,Naracoorte North Kindergarten,39 Park Terrace,Naracoorte,5271,Preschools,,Public,-36.952015,140.736202
544,309,Naracoorte Primary School,Park Terrace,Naracoorte,5271,Primary Education,Reception to Year 7,Public,-36.951082,140.738119
545,936,Naracoorte South Primary School,Cedar Avenue,Naracoorte,5271,Primary Education,Reception to Year 7,Public,-36.97269,140.746742
546,6644,Neta Kranz Children's Centre,55 Wood Terrace,Whyalla,5600,Preschools,,Public,-33.038323,137.573962
547,4684,Netherby Kindergarten,Bruce Webb Crescent,Urrbrae,5064,Preschools,,Public,-34.971582,138.636598
548,5635,Netley Kindergarten,Comet Avenue,Netley,5037,Preschools,,Public,-34.954274,138.547046
549,970,Newbery Park Primary School,Bridges Street,Millicent,5280,Primary Education,Reception to Year 7,Private,-37.608624,140.363491
550,4643,Newland Park Kindergarten,46 Lockwood Road,Erindale,5066,Preschools,,Private,-34.931552,138.664454
551,6641,Ngura Yadurirn Children & Family Ctr,2 Kelly Street,Ceduna,5690,Integrated Centres,,Private,-32.13883,133.66956
552,677,Nicolson Avenue Primary School,Nicolson Avenue,Whyalla Norrie,5608,Primary Education,Reception to Year 7,Private,-33.029095,137.549705
553,3607,Noarlunga Downs Preschool,Canterbury Crescent,Noarlunga Downs,5168,Preschools,,Public,-35.150105,138.496303
554,1068,Noarlunga Downs Primary School,Canterbury Crescent,Noarlunga Downs,5168,Primary Education,Reception to Year 7,Public,-35.150105,138.496303
555,6645,Norrie Stuart Childhood Servs Ctr,4 Dowd Street,Whyalla Norrie,5608,Preschools,,Private,-33.038562,137.530997
556,179,North Adelaide Primary School,62-80 Tynte Street,North Adelaide,5006,Primary Education,Reception to Year 7,Public,-34.905096,138.597558
557,5636,North Haven Kindergarten,Sir Ewen Waterman Avenue,North Haven,5018,Preschools,,Private,-34.790349,138.496757
558,1375,North Haven School,Tapping Crescent,North Haven,5018,Primary Education,Reception to Year 7,Private,-34.790385,138.497563
559,1634,North Ingle Preschool,7 Rothwell Avenue,Ingle Farm,5098,Preschools,,Private,-34.819255,138.64517
560,1183,North Ingle School,7 Rothwell Avenue,Ingle Farm,5098,Primary Education,Reception to Year 7,Private,-34.819255,138.64517
561,1012,Northern Adelaide Senior College,2 Woodford Road,Elizabeth,5112,Secondary Education,Years 11-12,Public,-34.713319,138.669144
562,1778,Northfield Preschool,North Avenue,Northfield,5085,Preschools,,Private,-34.848975,138.619862
563,314,Northfield Primary School,North Avenue,Northfield,5085,Primary Education,Reception to Year 7,Private,-34.848975,138.619862
564,316,Norton Summit Primary School,15 Crescent Drive,Norton Summit,5136,Primary Education,Reception to Year 7,Public,-34.927695,138.728837
565,787,Norwood Morialta High School,505 The Parade,Magill,5072,Secondary Education,Years 8-12,Private,-34.918101,138.672233
566,131,Norwood Primary School,37 Osmond Terrace,Norwood,5067,Primary Education,Reception to Year 7,Private,-34.918748,138.631451
567,5308,Nuriootpa Community Children's Ctr,14 Park Avenue,Nuriootpa,5355,Integrated Centres,,Public,-34.47156,138.997668
568,788,Nuriootpa High School,Penrice Road,Nuriootpa,5355,Secondary Education,Years 8-12,Private,-34.466434,139.000529
569,318,Nuriootpa Primary School,15 Buna Terrace,Nuriootpa,5355,Primary Education,Reception to Year 7,Private,-34.472908,139.001322
570,1009,Oak Valley Aboriginal School,NULL,Oak Valley,5690,Aboriginal/Anangu Schools,Reception to Year 12,Public,-29.402427,130.738295
571,1841,Oak Valley Aboriginal School CPC,NULL,Oak Valley,5690,Preschools,,Private,-29.402427,130.738295
572,762,Oakbank Area School,154 Onkaparinga Valley Road,Oakbank,5243,Primary/Secondary Combined,Reception to Year 12,Public,-34.988726,138.837232
573,4645,Oakbank Kindergarten,Main Street,Oakbank,5243,Preschools,,Private,-34.984463,138.842784
574,3666,Oaklands Estate Kindergarten,16 Pethick Terrace,Marion,5043,Preschools,,Private,-34.997541,138.550359
575,5658,Ocean View College Children's Centre,Gedville Road,Taperoo,5017,Integrated Centres,,Private,-34.804191,138.4954
576,908,Ocean View P-12 College,Gedville Road,Taperoo,5017,Primary/Secondary Combined,Reception to Year 12,Private,-34.804191,138.4954
577,3664,O'Halloran Hill Kindergarten,Wren Street,O'Halloran Hill,5158,Preschools,,Public,-35.065802,138.556211
578,313,Old Noarlunga Primary School,23 Malpas Street,Old Noarlunga,5168,Primary Education,Reception to Year 7,Private,-35.182997,138.500633
579,1785,One Tree Hill Preschool,"One Tree Hill Primary School, McGilp Road",One Tree Hill,5114,Preschools,,Public,-34.713273,138.766521
580,322,One Tree Hill Primary School,"One Tree Hill Primary School, McGilp Road",One Tree Hill,5114,Primary Education,Reception to Year 7,Private,-34.713273,138.766521
581,324,Oodnadatta Aboriginal School,Kutaya Tce,Oodnadatta,5734,Aboriginal/Anangu Schools,Reception to Year 12,Private,-27.548502,135.445814
582,1607,Oodnadatta Child Parent Centre,Kutaya Tce,Oodnadatta,5734,Preschools,,Public,-27.548502,135.445814
583,849,Open Access College,1-37 Marden Road,Marden,5070,Primary/Secondary Combined,Reception to Year 12,Public,-34.891954,138.63523
584,740,Orroroo Area School,West Terrace,Orroroo,5431,Primary/Secondary Combined,Reception to Year 12,Private,-32.728505,138.612211
585,6648,Orroroo Kindergarten,West Terrace,Orroroo,5431,Preschools,,Public,-32.728529,138.613402
586,3665,O'Sullivan Beach Children's Centre,51A Galloway Road,O'Sullivan Beach,5166,Integrated Centres,,Private,-35.12578,138.47961
587,1060,O'Sullivan Beach Primary School,51 Galloway Road,O'Sullivan Beach,5166,Primary Education,Reception to Year 7,Public,-35.125399,138.479637
588,325,Owen Primary School,Fourth Street,Owen,5460,Primary Education,Reception to Year 7,Public,-34.271694,138.542951
589,1630,Padthaway Child Parent Centre,Vogelsang Road,Padthaway,5271,Preschools,,Private,-36.593103,140.496881
590,593,Padthaway Primary School,Vogelsang Road,Padthaway,5271,Primary Education,Reception to Year 7,Public,-36.593103,140.496881
591,326,Palmer Primary School,Olive Grove Avenue,Palmer,5237,Primary Education,Reception to Year 7,Private,-34.853574,139.161721
592,1608,Para Hills Child Parent Centre,26 Wilkinson Road,Para Hills,5096,Preschools,,Private,-34.812327,138.653079
593,574,Para Hills High School,90 Beafield Road,Para Hills West,5096,Secondary Education,Years 8-12,Public,-34.799266,138.650711
594,935,Para Hills School P-7,2 Frances Avenue,Para Hills,5096,Primary Education,Reception to Year 7,Public,-34.812358,138.653129
595,2651,Para Hills West Preschool,69 Kesters Road,Para Hills West,5096,Preschools,,Public,-34.804501,138.644971
596,1045,Para Hills West Primary School,21 Balkara Road,Para Hills West,5096,Primary Education,Reception to Year 7,Private,-34.800635,138.652771
597,1609,Para Vista Child Parent Centre,351 Montague Road,Para Vista,5093,Preschools,,Private,-34.830178,138.662895
598,1048,Para Vista Primary School,351 Montague Road,Para Vista,5093,Primary Education,Reception to Year 7,Private,-34.830178,138.662895
599,327,Paracombe Primary School,4 Harvey Road,Paracombe,5132,Primary Education,Reception to Year 7,Private,-34.851674,138.781984
600,4629,Paradise Kindergarten,21A Lincoln Road,Paradise,5075,Preschools,,Public,-34.870773,138.660497
601,973,Paradise Primary School,100 George Street,Paradise,5075,Primary Education,Reception to Year 7,Public,-34.870802,138.68457
602,2654,Parafield Gardens Children's Centre,9 Casuarina Drive,Parafield Gardens,5107,Integrated Centres,,Public,-34.785452,138.615427
603,1137,Parafield Gardens High School,15 Shepherdson Road,Parafield Gardens,5107,Secondary Education,Years 8-12,Private,-34.786022,138.618914
604,537,Parafield Gardens R-7 School,23 Shepherdson Road,Parafield Gardens,5107,Primary Education,Reception to Year 7,Private,-34.785192,138.616383
605,2655,Paralowie Kindergarten,13 Yalumba Drive,Paralowie,5108,Preschools,,Private,-34.757277,138.620671
606,1099,Paralowie School,Whites Road,Paralowie,5108,Primary/Secondary Combined,Reception to Year 12,Private,-34.753384,138.621393
607,668,Paringa Park Primary School,21 Bowker Street,North Brighton,5048,Primary Education,Reception to Year 7,Private,-35.002543,138.525628
608,6655,Park Terrace Kindergarten,5 Park Terrace,Port Lincoln,5606,Preschools,,Private,-34.72298,135.85604
609,5380,Parks Children's Centre,Trafford Street,Angle Park,5010,Integrated Centres,,Public,-34.858149,138.557063
610,328,Parkside Primary School,12 Robsart Street,Parkside,5063,Primary Education,Reception to Year 7,Private,-34.944657,138.620087
611,4686,Pasadena Kindergarten,39 Cash Grove,Pasadena,5042,Preschools,,Public,-35.003235,138.588591
612,5639,Penneshaw Kindergarten,Howard Drive,Penneshaw,5222,Preschools,,Public,-35.720113,137.932493
613,5640,Pennington Children's Centre,Butler Avenue,Pennington,5013,Integrated Centres,,Private,-34.857424,138.53236
614,337,Pennington School R-7,Butler Avenue,Pennington,5013,Primary Education,Reception to Year 7,Public,-34.857424,138.53236
615,931,Penola High School,43 Cameron Street,Penola,5277,Secondary Education,Years 8-12,Private,-37.373662,140.843789
616,763,Penola Primary School,Riddoch Street,Penola,5277,Primary Education,Reception to Year 7,Private,-37.379147,140.833229
617,6681,Penong Preschool,Eyre Highway,Penong,5690,Preschools,,Private,-31.928614,133.005406
618,338,Penong Primary School,Eyre Highway,Penong,5690,Primary Education,Reception to Year 7,Private,-31.928614,133.005406
619,6649,Peterborough Community Preschool,76-80 Victoria Street,Peterborough,5422,Preschools,,Private,-32.970701,138.831914
620,789,Peterborough High School,Queen Street,Peterborough,5422,Secondary Education,Years 8-12,Public,-32.9787,138.836212
621,339,Peterborough Primary School,75 Bridges Street,Peterborough,5422,Primary Education,Reception to Year 7,Private,-32.971085,138.832375
622,3657,Pimpala Kindergarten,24 Vanstone Avenue,Morphett Vale,5162,Preschools,,Private,-35.112846,138.530333
623,1059,Pimpala Primary School,24 Vanstone Avenue,Morphett Vale,5162,Primary Education,Reception to Year 7,Public,-35.112846,138.530333
624,6539,Pinnaroo Kindergarten,6 Railway Terrace North,Pinnaroo,5304,Preschools,,Private,-35.259481,140.904943
625,764,Pinnaroo Primary School,Bundey Terrace,Pinnaroo,5304,Primary Education,Reception to Year 7,Private,-35.255862,140.907922
626,1790,Pipalyatjara Anangu Preschool,NULL,Pipalyatjara,872,Preschools,,Private,-26.162549,129.172118
627,1526,Pipalyatjara Anangu School,NULL,Pipalyatjara,872,Aboriginal/Anangu Schools,Reception to Year 12,Public,-26.162549,129.172118
628,910,Playford International College,Philip Highway,Elizabeth,5112,Secondary Education,Years 8-12,Private,-34.723738,138.665902
629,1879,Playford Primary School,216-220 Adams Road,Craigmore,5114,Primary Education,Reception to Year 7,Private,-34.689694,138.712988
630,907,Plympton International College,21A Errington Street,Plympton,5038,Primary/Secondary Combined,Reception to Year 12,Public,-34.964442,138.547829
631,346,Plympton Primary School,19 Owen Street,Plympton,5038,Primary Education,Reception to Year 7,Private,-34.9612,138.556819
632,3695,Plympton South Kindergarten,13 Yapinga Street,South Plympton,5038,Preschools,,Public,-34.97004,138.56073
633,1612,Point Pearce Child Parent Centre,Parrys Avenue,Point Pearce,5573,Preschools,,Private,-34.415275,137.501344
634,351,Poonindie Community Learning Centre,1-25 Hirschausen Road,Poonindie,5607,Primary Education,Reception to Year 7,Private,-34.580807,135.881095
635,6686,Poonindie Early Childhood Centre,Hirschausen Road,Poonindie,5607,Preschools,,Public,-34.580807,135.881095
636,2656,Pooraka Community Kindergarten,14 McCarthy Court,Pooraka,5095,Preschools,,Private,-34.82926,138.621747
637,352,Pooraka Primary School,11 South Terrace,Pooraka,5095,Primary Education,Reception to Year 7,Public,-34.833519,138.613108
638,790,Port Augusta Secondary School,3 Stirling Road,Port Augusta,5700,Secondary Education,Years 8-12,Private,-32.493756,137.768758
639,1399,Port Augusta Special School,McSporran Crescent,Port Augusta West,5700,Special Education,Reception to Year 12,Private,-32.47275,137.752157
640,6651,Port Augusta West CSC,1A Stokes Terrace,Port Augusta West,5700,Preschools,,Public,-32.48113,137.753235
641,355,Port Augusta West Primary School,46 Mildred Street,Port Augusta West,5700,Primary Education,Reception to Year 7,Private,-32.483205,137.754202
642,741,Port Broughton Area School,12 East Terrace,Port Broughton,5522,Primary/Secondary Combined,Reception to Year 12,Private,-33.604039,137.933111
643,6653,Port Broughton Kindergarten,Cnr South Tce & Kadina Rd,Port Broughton,5522,Preschools,,Public,-33.603283,137.931338
644,3697,Port Elliot Kindergarten,5 Wright Street,Port Elliot,5212,Preschools,,Public,-35.52284,138.677879
645,356,Port Elliot Primary School,4 Cameron Street,Port Elliot,5212,Primary Education,Reception to Year 7,Private,-35.523024,138.677243
646,4164,Port Lincoln Children's Centre,80 St Andrews Terrace,Port Lincoln,5606,Integrated Centres,,Public,-34.733503,135.868024
647,791,Port Lincoln High School,Ruskin Road,Port Lincoln,5606,Secondary Education,Years 8-12,Private,-34.723847,135.853942
648,1277,Port Lincoln Junior Primary School,Adelaide Place,Port Lincoln,5606,Primary Education,Reception to Year 2,Public,-34.724303,135.857806
649,359,Port Lincoln Primary School,Lincoln Place,Port Lincoln,5606,Primary Education,Years 3-7,Public,-34.723909,135.857158
650,1801,Port Lincoln Special School,31a Barley Road,Port Lincoln,5606,Special Education,Reception to Year 12,Private,-34.741941,135.846117
651,361,Port Neill Primary School,2 Port Neill Access Road,Port Neill,5604,Primary Education,Reception to Year 7,Private,-34.116548,136.342001
652,362,Port Noarlunga Primary School,10 James Avenue,Port Noarlunga,5167,Primary Education,Reception to Year 7,Public,-35.143866,138.473063
653,6659,Port Pirie Community Kindergarten,5 Halliday Street,Port Pirie,5540,Preschools,,Public,-33.196203,138.002785
654,6615,Port Pirie West Children's Centre,First Street,Port Pirie,5540,Integrated Centres,,Public,-33.181862,138.002545
655,363,Port Pirie West Primary School,214 The Terrace,Port Pirie,5540,Primary Education,Reception to Year 7,Private,-33.181868,138.002596
656,6629,Port Wakefield Kindergarten,Thomas Crescent,Port Wakefield,5550,Preschools,,Public,-34.186677,138.1489
657,366,Port Wakefield Primary School,22 Mine Street,Port Wakefield,5550,Primary Education,Reception to Year 7,Private,-34.187379,138.149302
658,5661,Prospect Kindergarten,352 Regency Road,Prospect,5082,Preschools,,Public,-34.874026,138.586853
659,570,Prospect North Primary School,30 Stuart Road,Prospect,5082,Primary Education,Reception to Year 7,Public,-34.874886,138.597054
660,368,Prospect Primary School,27 Gladstone Road,Prospect,5082,Primary Education,Reception to Year 7,Private,-34.884916,138.59012
661,793,Quorn Area School,Stokes Road,Quorn,5433,Primary/Secondary Combined,Reception to Year 12,Public,-32.348904,138.036572
662,6660,Quorn Kindergarten,3 Second Street,Quorn,5433,Preschools,,Private,-32.34782,138.04295
663,372,Ramco Primary School,464 Ramco Road,Ramco,5322,Primary Education,Reception to Year 7,Private,-34.169777,139.933102
664,650,Rapid Bay Primary School,Essington Lewis Drive,Rapid Bay,5204,Primary Education,Reception to Year 7,Private,-35.526676,138.193855
665,845,Raukkan Aboriginal School,Taplin Street,Raukkan,5259,Aboriginal/Anangu Schools,Reception to Year 5,Public,-35.508057,139.131714
666,1611,Raukkan Child Parent Centre,Taplin Street,Raukkan,5259,Preschools,,Private,-35.508057,139.131714
667,1631,Redwood Park Preschool,2-10 Lokan Street,Redwood Park,5097,Preschools,,Public,-34.815018,138.701072
668,1090,Redwood Park Primary School,2-10 Lokan Street,Redwood Park,5097,Primary Education,Reception to Year 7,Public,-34.815018,138.701072
669,290,Reidy Park Primary School,O'Halloran Terrace,Mount Gambier,5290,Primary Education,Reception to Year 7,Public,-37.834544,140.771765
670,6561,Rendelsham Preschool,Nilsson Street,Rendelsham,5280,Preschools,,Public,-37.551353,140.225103
671,375,Rendelsham Primary and Preschool,Nilsson Street,Rendelsham,5280,Primary Education,Reception to Year 7,Public,-37.551353,140.225103
672,6541,Renmark Children's Centre,204 Eighteenth Street,Renmark,5341,Integrated Centres,,Private,-34.172765,140.743202
673,794,Renmark High School,Thurk Street,Renmark,5341,Secondary Education,Years 8-12,Public,-34.172088,140.741263
674,1786,Renmark North Preschool,Warrego Street,Renmark North,5341,Preschools,,Public,-34.126337,140.711551
675,377,Renmark North School,Warrego Street,Renmark North,5341,Primary Education,Reception to Year 7,Public,-34.126337,140.711551
676,376,Renmark Primary School,58 Murtho Street,Renmark,5341,Primary Education,Reception to Year 7,Private,-34.172644,140.74104
677,6559,Renmark West Preschool,Tarcoola Street,Renmark,5341,Preschools,,Private,-34.166218,140.710298
678,378,Renmark West Primary School,Tarcoola Street,Renmark,5341,Primary Education,Reception to Year 7,Public,-34.166218,140.710298
679,1450,Renown Park Children's Centre,Napier Street,Renown Park,5008,Integrated Centres,,Public,-34.894564,138.581612
680,1907,Reynella East College,63 Malbeck Drive,Reynella East,5161,Primary/Secondary Combined,Reception to Year 12,Public,-35.09071,138.555575
681,1655,Reynella East Preschool,63 Malbeck Drive,Reynella East,5161,Preschools,,Public,-35.09071,138.555575
682,3674,Reynella Kindergarten,28 Thames Drive,Reynella,5161,Preschools,,Public,-35.099207,138.527824
683,379,Reynella Primary School,55-63 Concord Drive,Old Reynella,5161,Primary Education,Reception to Year 7,Public,-35.100928,138.537502
684,1615,Reynella South Preschool,119-135 Sherriffs Road,Reynella,5161,Preschools,,Private,-35.103687,138.524457
685,1044,Reynella South Primary School,119-135 Sherriffs Road,Reynella,5161,Primary Education,Reception to Year 7,Private,-35.103687,138.524457
686,6348,RICE Project Preschool,NULL,Port Augusta,5700,Preschools,,Public,-32.49585,137.785282
687,381,Richmond Primary School,8 Surrey Road,Keswick,5035,Primary Education,Reception to Year 7,Public,-34.943391,138.571798
688,1617,Ridgehaven Child Parent Centre,479 Milne Road,Ridgehaven,5097,Preschools,,Private,-34.817997,138.710257
689,1051,Ridgehaven Primary School,479 Milne Road,Ridgehaven,5097,Primary Education,Reception to Year 7,Public,-34.817997,138.710257
690,685,Risdon Park Primary School,Kingston Road,Port Pirie,5540,Primary Education,Reception to Year 7,Private,-33.203247,138.008071
